user_id,month,plan,monthly_price,payment_status,amount_paid,is_active
user_0028,6,basic,9.99,paid,9.99,True
user_0028,7,basic,9.99,paid,9.99,True
user_0028,8,basic,9.99,paid,9.99,True
user_0028,9,basic,9.99,paid,9.99,True
user_0028,10,basic,9.99,paid,9.99,True
user_0028,11,basic,9.99,paid,9.99,True
user_0028,12,basic,9.99,paid,9.99,True
user_0029,1,basic,9.99,paid,9.99,True
user_0029,2,basic,9.99,paid,9.99,True
user_0029,3,basic,9.99,paid,9.99,True
user_0029,4,basic,9.99,paid,9.99,True
user_0029,5,basic,9.99,paid,9.99,True
user_0029,6,basic,9.99,paid,9.99,True
user_0029,7,basic,9.99,paid,9.99,True
user_0029,8,basic,9.99,paid,9.99,True
user_0029,9,basic,9.99,paid,9.99,True
user_0029,10,basic,9.99,paid,9.99,True
user_0029,11,basic,9.99,paid,9.99,True
user_0029,12,basic,9.99,failed,0.0,False
user_0030,1,premium,19.99,paid,19.99,True
user_0030,2,premium,19.99,failed,0.0,False
user_0031,1,basic,9.99,paid,9.99,True
user_0031,2,basic,9.99,paid,9.99,True
user_0031,3,basic,9.99,paid,9.99,True
user_0031,4,basic,9.99,paid,9.99,True
user_0031,5,basic,9.99,paid,9.99,True
user_0031,6,basic,9.99,paid,9.99,True
user_0031,7,basic,9.99,paid,9.99,True
user_0031,8,basic,9.99,paid,9.99,True
user_0031,9,basic,9.99,failed,0.0,True
user_0031,10,basic,9.99,paid,9.99,True
user_0031,11,basic,9.99,paid,9.99,True
user_0031,12,basic,9.99,failed,0.0,False
user_0032,1,basic,9.99,paid,9.99,True
user_0032,2,basic,9.99,paid,9.99,True
user_0032,3,basic,9.99,paid,9.99,True
user_0032,4,basic,9.99,paid,9.99,True
user_0032,5,basic,9.99,paid,9.99,True
user_0032,6,basic,9.99,paid,9.99,True
user_0032,7,basic,9.99,paid,9.99,True
user_0032,8,basic,9.99,paid,9.99,True
user_0032,9,basic,9.99,paid,9.99,True
user_0032,10,basic,9.99,paid,9.99,True
user_0032,11,basic,9.99,paid,9.99,True
user_0032,12,basic,9.99,paid,9.99,True
user_0033,1,premium,19.99,paid,19.99,True
user_0033,2,premium,19.99,paid,19.99,True
user_0033,3,premium,19.99,paid,19.99,True
user_0033,4,premium,19.99,paid,19.99,True
user_0033,5,premium,19.99,paid,19.99,True
user_0033,6,premium,19.99,failed,0.0,True
user_0033,7,premium,19.99,paid,19.99,True
user_0033,8,premium,19.99,paid,19.99,True
user_0033,9,premium,19.99,paid,19.99,True
user_0033,10,premium,19.99,paid,19.99,True
user_0033,11,premium,19.99,paid,19.99,True
user_0033,12,premium,19.99,paid,19.99,True
user_0034,1,premium,19.99,paid,19.99,True
user_0034,2,premium,19.99,failed,0.0,False
user_0035,1,premium,19.99,paid,19.99,True
user_0035,2,premium,19.99,paid,19.99,True
user_0035,3,premium,19.99,paid,19.99,True
user_0035,4,premium,19.99,paid,19.99,True
user_0035,5,premium,19.99,paid,19.99,True
user_0035,6,premium,19.99,paid,19.99,True
user_0035,7,premium,19.99,paid,19.99,True
user_0035,8,premium,19.99,paid,19.99,True
user_0035,9,premium,19.99,paid,19.99,True
user_0035,10,premium,19.99,paid,19.99,True
user_0035,11,premium,19.99,paid,19.99,True
user_0035,12,premium,19.99,paid,19.99,True
user_0036,1,basic,9.99,paid,9.99,True
user_0036,2,basic,9.99,paid,9.99,True
user_0036,3,basic,9.99,paid,9.99,True
user_0036,4,basic,9.99,failed,0.0,True
user_0036,5,basic,9.99,paid,9.99,True
user_0036,6,basic,9.99,paid,9.99,True
user_0036,7,basic,9.99,paid,9.99,True
user_0036,8,basic,9.99,paid,9.99,True
user_0036,9,basic,9.99,paid,9.99,True
user_0036,10,basic,9.99,paid,9.99,True
user_0036,11,basic,9.99,paid,9.99,True
user_0036,12,basic,9.99,paid,9.99,True
user_0037,1,basic,9.99,paid,9.99,True
user_0037,2,basic,9.99,paid,9.99,True
user_0037,3,basic,9.99,paid,9.99,True
user_0037,4,basic,9.99,paid,9.99,True
user_0037,5,basic,9.99,paid,9.99,True
user_0037,6,basic,9.99,paid,9.99,True
user_0037,7,basic,9.99,paid,9.99,True
user_0037,8,basic,9.99,paid,9.99,True
user_0037,9,basic,9.99,paid,9.99,True
user_0037,10,basic,9.99,paid,9.99,True
user_0037,11,basic,9.99,paid,9.99,True
user_0037,12,basic,9.99,paid,9.99,True
user_0038,1,premium,19.99,paid,19.99,True
user_0038,2,premium,19.99,failed,0.0,False
user_0039,1,basic,9.99,paid,9.99,True
user_0039,2,basic,9.99,paid,9.99,True
user_0039,3,basic,9.99,paid,9.99,True
user_0039,4,basic,9.99,paid,9.99,True
user_0039,5,basic,9.99,paid,9.99,True
user_0039,6,basic,9.99,paid,9.99,True
user_0039,7,basic,9.99,paid,9.99,True
user_0039,8,basic,9.99,failed,0.0,True
user_0039,9,basic,9.99,paid,9.99,True
user_0039,10,basic,9.99,paid,9.99,True
user_0039,11,basic,9.99,paid,9.99,True
user_0039,12,basic,9.99,paid,9.99,True
user_0040,1,basic,9.99,paid,9.99,True
user_0040,2,basic,9.99,paid,9.99,True
user_0040,3,basic,9.99,paid,9.99,True
user_0040,4,basic,9.99,paid,9.99,True
user_0040,5,basic,9.99,paid,9.99,True
user_0040,6,basic,9.99,paid,9.99,True
user_0040,7,basic,9.99,paid,9.99,True
user_0040,8,basic,9.99,paid,9.99,True
user_0040,9,basic,9.99,paid,9.99,True
user_0040,10,basic,9.99,paid,9.99,True
user_0040,11,basic,9.99,paid,9.99,True
user_0040,12,basic,9.99,paid,9.99,True
user_0041,1,basic,9.99,paid,9.99,True
user_0041,2,basic,9.99,paid,9.99,True
user_0041,3,basic,9.99,paid,9.99,True
user_0041,4,basic,9.99,paid,9.99,True
user_0041,5,basic,9.99,paid,9.99,True
user_0041,6,basic,9.99,paid,9.99,True
user_0041,7,basic,9.99,paid,9.99,True
user_0041,8,basic,9.99,paid,9.99,True
user_0041,9,basic,9.99,paid,9.99,True
user_0041,10,basic,9.99,paid,9.99,True
user_0041,11,basic,9.99,paid,9.99,True
user_0041,12,basic,9.99,paid,9.99,True
user_0042,1,basic,9.99,paid,9.99,True
user_0042,2,basic,9.99,paid,9.99,True
user_0042,3,basic,9.99,paid,9.99,True
user_0042,4,basic,9.99,paid,9.99,True
user_0042,5,basic,9.99,paid,9.99,True
user_0042,6,basic,9.99,paid,9.99,True
user_0042,7,basic,9.99,paid,9.99,True
user_0042,8,basic,9.99,paid,9.99,True
user_0042,9,basic,9.99,paid,9.99,True
user_0042,10,basic,9.99,paid,9.99,True
user_0042,11,basic,9.99,paid,9.99,True
user_0042,12,basic,9.99,paid,9.99,True
user_0043,1,premium,19.99,paid,19.99,True
user_0043,2,premium,19.99,paid,19.99,True
user_0043,3,premium,19.99,paid,19.99,True
user_0043,4,premium,19.99,paid,19.99,True
user_0043,5,premium,19.99,paid,19.99,True
user_0043,6,premium,19.99,paid,19.99,True
user_0043,7,premium,19.99,paid,19.99,True
user_0043,8,premium,19.99,paid,19.99,True
user_0043,9,premium,19.99,paid,19.99,True
user_0043,10,premium,19.99,paid,19.99,True
user_0043,11,premium,19.99,paid,19.99,True
user_0043,12,premium,19.99,paid,19.99,True
user_0044,1,basic,9.99,paid,9.99,True
user_0044,2,basic,9.99,paid,9.99,True
user_0044,3,basic,9.99,paid,9.99,True
user_0044,4,basic,9.99,paid,9.99,True
user_0044,5,basic,9.99,paid,9.99,True
user_0044,6,basic,9.99,paid,9.99,True
user_0044,7,basic,9.99,paid,9.99,True
user_0044,8,basic,9.99,paid,9.99,True
user_0044,9,basic,9.99,paid,9.99,True
user_0044,10,basic,9.99,paid,9.99,True
user_0044,11,basic,9.99,paid,9.99,True
user_0044,12,basic,9.99,paid,9.99,True
user_0045,1,premium,19.99,paid,19.99,True
user_0045,2,premium,19.99,paid,19.99,True
user_0045,3,premium,19.99,paid,19.99,True
user_0045,4,premium,19.99,paid,19.99,True
user_0045,5,premium,19.99,paid,19.99,True
user_0045,6,premium,19.99,paid,19.99,True
user_0045,7,premium,19.99,paid,19.99,True
user_0045,8,premium,19.99,paid,19.99,True
user_0045,9,premium,19.99,paid,19.99,True
user_0045,10,premium,19.99,failed,0.0,False
user_0046,1,basic,9.99,paid,9.99,True
user_0046,2,basic,9.99,paid,9.99,True
user_0046,3,basic,9.99,failed,0.0,False
user_0047,1,basic,9.99,paid,9.99,True
user_0047,2,basic,9.99,failed,0.0,False
user_0048,1,basic,9.99,paid,9.99,True
user_0048,2,basic,9.99,paid,9.99,True
user_0048,3,basic,9.99,paid,9.99,True
user_0048,4,basic,9.99,paid,9.99,True
user_0048,5,basic,9.99,paid,9.99,True
user_0048,6,basic,9.99,paid,9.99,True
user_0048,7,basic,9.99,paid,9.99,True
user_0048,8,basic,9.99,paid,9.99,True
user_0048,9,basic,9.99,paid,9.99,True
user_0048,10,basic,9.99,paid,9.99,True
user_0048,11,basic,9.99,paid,9.99,True
user_0048,12,basic,9.99,failed,0.0,True
user_0049,1,basic,9.99,paid,9.99,True
user_0049,2,basic,9.99,failed,0.0,False
user_0050,1,premium,19.99,paid,19.99,True
user_0050,2,premium,19.99,paid,19.99,True
user_0050,3,premium,19.99,paid,19.99,True
user_0050,4,premium,19.99,paid,19.99,True
user_0050,5,premium,19.99,paid,19.99,True
user_0050,6,premium,19.99,paid,19.99,True
user_0050,7,premium,19.99,paid,19.99,True
user_0050,8,premium,19.99,paid,19.99,True
user_0050,9,premium,19.99,paid,19.99,True
user_0050,10,premium,19.99,paid,19.99,True
user_0050,11,premium,19.99,paid,19.99,True
user_0050,12,premium,19.99,failed,0.0,False
user_0051,1,premium,19.99,paid,19.99,True
user_0051,2,premium,19.99,paid,19.99,True
user_0051,3,premium,19.99,paid,19.99,True
user_0051,4,premium,19.99,paid,19.99,True
user_0051,5,premium,19.99,paid,19.99,True
user_0051,6,premium,19.99,paid,19.99,True
user_0051,7,premium,19.99,paid,19.99,True
user_0051,8,premium,19.99,paid,19.99,True
user_0051,9,premium,19.99,paid,19.99,True
user_0051,10,premium,19.99,paid,19.99,True
user_0051,11,premium,19.99,paid,19.99,True
user_0051,12,premium,19.99,paid,19.99,True
user_0052,1,premium,19.99,failed,0.0,True
user_0052,2,premium,19.99,paid,19.99,True
user_0052,3,premium,19.99,paid,19.99,True
user_0052,4,premium,19.99,paid,19.99,True
user_0052,5,premium,19.99,paid,19.99,True
user_0052,6,premium,19.99,paid,19.99,True
user_0052,7,premium,19.99,paid,19.99,True
user_0052,8,premium,19.99,paid,19.99,True
user_0052,9,premium,19.99,paid,19.99,True
user_0052,10,premium,19.99,paid,19.99,True
user_0052,11,premium,19.99,paid,19.99,True
user_0052,12,premium,19.99,paid,19.99,True
user_0053,1,premium,19.99,paid,19.99,True
user_0053,2,premium,19.99,paid,19.99,True
user_0053,3,premium,19.99,failed,0.0,True
user_0053,4,premium,19.99,paid,19.99,True
user_0053,5,premium,19.99,paid,19.99,True
user_0053,6,premium,19.99,paid,19.99,True
user_0053,7,premium,19.99,paid,19.99,True
user_0053,8,premium,19.99,paid,19.99,True
user_0053,9,premium,19.99,paid,19.99,True
user_0053,10,premium,19.99,failed,0.0,True
user_0053,11,premium,19.99,paid,19.99,True
user_0053,12,premium,19.99,paid,19.99,True
user_0054,1,basic,9.99,paid,9.99,True
user_0054,2,basic,9.99,paid,9.99,True
user_0054,3,basic,9.99,paid,9.99,True
user_0054,4,basic,9.99,paid,9.99,True
user_0054,5,basic,9.99,paid,9.99,True
user_0054,6,basic,9.99,paid,9.99,True
user_0054,7,basic,9.99,paid,9.99,True
user_0054,8,basic,9.99,paid,9.99,True
user_0054,9,basic,9.99,paid,9.99,True
user_0054,10,basic,9.99,paid,9.99,True
user_0054,11,basic,9.99,paid,9.99,True
user_0054,12,basic,9.99,paid,9.99,True
user_0055,1,premium,19.99,paid,19.99,True
user_0055,2,premium,19.99,paid,19.99,True
user_0055,3,premium,19.99,paid,19.99,True
user_0055,4,premium,19.99,paid,19.99,True
user_0055,5,premium,19.99,failed,0.0,False
user_0056,1,basic,9.99,paid,9.99,True
user_0056,2,basic,9.99,paid,9.99,True
user_0056,3,basic,9.99,paid,9.99,True
user_0056,4,basic,9.99,paid,9.99,True
user_0056,5,basic,9.99,paid,9.99,True
user_0056,6,basic,9.99,paid,9.99,True
user_0056,7,basic,9.99,paid,9.99,True
user_0056,8,basic,9.99,paid,9.99,True
user_0056,9,basic,9.99,paid,9.99,True
user_0056,10,basic,9.99,paid,9.99,True
user_0056,11,basic,9.99,paid,9.99,True
user_0056,12,basic,9.99,paid,9.99,True
user_0057,1,basic,9.99,paid,9.99,True
user_0057,2,basic,9.99,paid,9.99,True
user_0057,3,basic,9.99,paid,9.99,True
user_0057,4,basic,9.99,paid,9.99,True
user_0057,5,basic,9.99,failed,0.0,False
user_0058,1,basic,9.99,paid,9.99,True
user_0058,2,basic,9.99,paid,9.99,True
user_0058,3,basic,9.99,paid,9.99,True
user_0058,4,basic,9.99,paid,9.99,True
user_0058,5,basic,9.99,paid,9.99,True
user_0058,6,basic,9.99,paid,9.99,True
user_0058,7,basic,9.99,paid,9.99,True
user_0058,8,basic,9.99,paid,9.99,True
user_0058,9,basic,9.99,paid,9.99,True
user_0058,10,basic,9.99,paid,9.99,True
user_0058,11,basic,9.99,paid,9.99,True
user_0058,12,basic,9.99,paid,9.99,True
user_0059,1,basic,9.99,paid,9.99,True
user_0059,2,basic,9.99,paid,9.99,True
user_0059,3,basic,9.99,failed,0.0,True
user_0059,4,basic,9.99,paid,9.99,True
user_0059,5,basic,9.99,paid,9.99,True
user_0059,6,basic,9.99,paid,9.99,True
user_0059,7,basic,9.99,paid,9.99,True
user_0059,8,basic,9.99,paid,9.99,True
user_0059,9,basic,9.99,paid,9.99,True
user_0059,10,basic,9.99,paid,9.99,True
user_0059,11,basic,9.99,paid,9.99,True
user_0059,12,basic,9.99,paid,9.99,True
user_0060,1,basic,9.99,paid,9.99,True
user_0060,2,basic,9.99,paid,9.99,True
user_0060,3,basic,9.99,failed,0.0,False
user_0061,1,basic,9.99,paid,9.99,True
user_0061,2,basic,9.99,paid,9.99,True
user_0061,3,basic,9.99,paid,9.99,True
user_0061,4,basic,9.99,paid,9.99,True
user_0061,5,basic,9.99,paid,9.99,True
user_0061,6,basic,9.99,paid,9.99,True
user_0061,7,basic,9.99,paid,9.99,True
user_0061,8,basic,9.99,paid,9.99,True
user_0061,9,basic,9.99,paid,9.99,True
user_0061,10,basic,9.99,paid,9.99,True
user_0061,11,basic,9.99,failed,0.0,False
user_0062,1,premium,19.99,paid,19.99,True
user_0062,2,premium,19.99,failed,0.0,True
user_0062,3,premium,19.99,paid,19.99,True
user_0062,4,premium,19.99,failed,0.0,True
user_0062,5,premium,19.99,failed,0.0,True
user_0062,6,premium,19.99,paid,19.99,True
user_0062,7,premium,19.99,paid,19.99,True
user_0062,8,premium,19.99,paid,19.99,True
user_0062,9,premium,19.99,paid,19.99,True
user_0062,10,premium,19.99,paid,19.99,True
user_0062,11,premium,19.99,paid,19.99,True
user_0062,12,premium,19.99,paid,19.99,True
user_0063,1,basic,9.99,paid,9.99,True
user_0063,2,basic,9.99,paid,9.99,True
user_0063,3,basic,9.99,paid,9.99,True
user_0063,4,basic,9.99,paid,9.99,True
user_0063,5,basic,9.99,paid,9.99,True
user_0063,6,basic,9.99,paid,9.99,True
user_0063,7,basic,9.99,paid,9.99,True
user_0063,8,basic,9.99,paid,9.99,True
user_0063,9,basic,9.99,paid,9.99,True
user_0063,10,basic,9.99,paid,9.99,True
user_0063,11,basic,9.99,paid,9.99,True
user_0063,12,basic,9.99,paid,9.99,True
user_0064,1,basic,9.99,paid,9.99,True
user_0064,2,basic,9.99,paid,9.99,True
user_0064,3,basic,9.99,failed,0.0,False
user_0065,1,basic,9.99,paid,9.99,True
user_0065,2,basic,9.99,paid,9.99,True
user_0065,3,basic,9.99,paid,9.99,True
user_0065,4,basic,9.99,paid,9.99,True
user_0065,5,basic,9.99,paid,9.99,True
user_0065,6,basic,9.99,failed,0.0,False
user_0066,1,basic,9.99,paid,9.99,True
user_0066,2,basic,9.99,paid,9.99,True
user_0066,3,basic,9.99,paid,9.99,True
user_0066,4,basic,9.99,failed,0.0,False
user_0067,1,premium,19.99,paid,19.99,True
user_0067,2,premium,19.99,paid,19.99,True
user_0067,3,premium,19.99,paid,19.99,True
user_0067,4,premium,19.99,paid,19.99,True
user_0067,5,premium,19.99,paid,19.99,True
user_0067,6,premium,19.99,paid,19.99,True
user_0067,7,premium,19.99,paid,19.99,True
user_0067,8,premium,19.99,paid,19.99,True
user_0067,9,premium,19.99,paid,19.99,True
user_0067,10,premium,19.99,paid,19.99,True
user_0067,11,premium,19.99,paid,19.99,True
user_0067,12,premium,19.99,paid,19.99,True
user_0068,1,basic,9.99,paid,9.99,True
user_0068,2,basic,9.99,paid,9.99,True
user_0068,3,basic,9.99,paid,9.99,True
user_0068,4,basic,9.99,paid,9.99,True
